1     # ionic step
 Electronic state energy (eV) and occupations
 Spin number 4
 7 -7.344531273060650 0.01562500000000000
 8 -7.344531269412570 0.01562500000000000
 9 -7.303583503441364 0.01562500000000000
 10 -7.303583501133572 0.01562500000000000
 11 -3.548142440619443 0.01562500000000000
 12 -3.548142439779183 0.01562500000000000
 13 0.6584038723839156 0.01562500000000000
 14 0.6584038779437711 0.01562500000000000
 15 6.083982266924426 0.01562500000000000
 16 6.083982269191336 0.01562500000000000
 17 6.301324165735661 0.01562499999999999
 18 6.301324168040193 0.01562499999999999
 19 8.618477078358790 5.078285411136071e-07
 20 8.618477079778661 5.078285253007353e-07
 21 12.29149305180674 0.000000000000000
 22 12.29149305316162 0.000000000000000
 23 12.39426924044673 0.000000000000000
 24 12.39426924177604 0.000000000000000
 25 17.16945074092570 0.000000000000000
 26 17.16945074126064 0.000000000000000
 27 20.58636235443515 0.000000000000000
 28 20.58636236086477 0.000000000000000
 29 21.76648143089356 0.000000000000000
 30 21.76648143182439 0.000000000000000
 31 21.82147844093646 0.000000000000000
 32 21.82147844195666 0.000000000000000
 33 22.49361520392216 0.000000000000000
 34 22.49361520718691 0.000000000000000
 35 22.59228884468375 0.000000000000000

 spin=1 k-point=4/64 Cartesian=0.07019882178297519 0.07019882178297519 -0.07019882178297519 (5144 plane wave)
 1 -7.809581995987373 0.01562500000000000
 2 -7.809581993396823 0.01562500000000000
 3 -7.800583077369606 0.01562500000000000
 4 -7.794389993607103 0.01562500000000000
 5 -7.380599631978694 0.01562500000000000
 6 -7.380599629952497 0.01562500000000000
 7 -7.335298333349771 0.01562500000000000
 8 -7.335298329956027 0.01562500000000000
 9 -7.316865068855829 0.01562500000000000
 10 -7.309985482251463 0.01562500000000000
 11 -4.651848753227398 0.01562500000000000
 12 -4.651848751441287 0.01562500000000000
 13 3.201496726788379 0.01562500000000000
 14 3.201496731244709 0.01562500000000000
 15 6.540803726590509 0.01562499999992055
 16 6.540803728741897 0.01562499999992055
 17 6.759257557510424 0.01562499988761832
 18 6.762675248128543 0.01562499987536368
 19 9.085847505492328 1.044799663452167e-12
 20 9.085847506683688 1.044799663452167e-12
 21 12.14120177170150 0.000000000000000
 22 12.14120177343638 0.000000000000000
 23 12.28068824218058 0.000000000000000
 24 12.28235522239779 0.000000000000000
 25 13.91513847731518 0.000000000000000
 26 13.91513848066349 0.000000000000000
 27 17.96243794800736 0.000000000000000
 28 17.96243795002302 0.000000000000000
 29 17.97488878075705 0.000000000000000
 30 17.98190809998670 0.000000000000000
 31 21.84912719682972 0.000000000000000
 32 21.84912720058765 0.000000000000000
 33 25.85616433211878 0.000000000000000
 34 25.85616433332217 0.000000000000000
 35 27.60603425097684 0.000000000000000

 spin=1 k-point=5/64 Cartesian=-0.02339960726099173 0.02339960726099173 0.02339960726099173 (5144 plane wave)
 1 -7.809581996844889 0.01562500000000000
 2 -7.809581992536383 0.01562500000000000
 3 -7.800583076896400 0.01562500000000000
 4 -7.794389994075044 0.01562500000000000
 5 -7.380599632183205 0.01562500000000000
 6 -7.380599629960630 0.01562500000000000
 7 -7.335298332377718 0.01562500000000000
 8 -7.335298330716434 0.01562500000000000
 9 -7.316865069366110 0.01562500000000000
 10 -7.309985481745693 0.01562500000000000
 11 -4.651848753346981 0.01562500000000000
 12 -4.651848751324866 0.01562500000000000
 13 3.201496728083260 0.01562500000000000
 14 3.201496729960613 0.01562500000000000
 15 6.540803726529721 0.01562499999992055
 16 6.540803728986930 0.01562499999992055
 17 6.759257556786861 0.01562499988761832
 18 6.762675248646526 0.01562499987536368
 19 9.085847505469125 1.044799663452167e-12
 20 9.085847506703994 1.044799663452167e-12
 21 12.14120177118587 0.000000000000000
 22 12.14120177360043 0.000000000000000
 23 12.28068824276500 0.000000000000000
 24 12.28235522216331 0.000000000000000
 25 13.91513847887903 0.000000000000000
 26 13.91513847911594 0.000000000000000
 27 17.96243794806660 0.000000000000000
 28 17.96243794985881 0.000000000000000
 29 17.97488878094987 0.000000000000000
 30 17.98190809990794 0.000000000000000
 31 21.84912719792147 0.000000000000000
 32 21.84912719949401 0.000000000000000
 33 25.85616433226186 0.000000000000000
 34 25.85616433317868 0.000000000000000
 35 27.60603425126565 0.000000000000000

 spin=1 k-point=6/64 Cartesian=0.000000000000000 0.04679921452198346 0.000000000000000 (5105 plane wave)
 1 -7.819467202095820 0.01562500000000000
 2 -7.819467200359463 0.01562500000000000
 3 -7.788718748144086 0.01562500000000000
 4 -7.788718744737735 0.01562500000000000
 5 -7.385945723237493 0.01562500000000000
 6 -7.385945722164842 0.01562500000000000
 7 -7.322440215968958 0.01562500000000000
 8 -7.322440211843564 0.01562500000000000
 9 -7.319423975640563 0.01562500000000000
 10 -7.319423971767545 0.01562500000000000
 11 -4.415375231051140 0.01562500000000000
 12 -4.415375229338663 0.01562500000000000
 13 3.263968528946577 0.01562500000000000
 14 3.263968532853204 0.01562500000000000
 15 5.580918761936466 0.01562500000000000
 16 5.580918763095826 0.01562500000000000
 17 5.697220845138750 0.01562500000000000
 18 5.697220846301270 0.01562500000000000
 19 9.666641190936316 0.000000000000000
 20 9.666641192724802 0.000000000000000
 21 11.14375147323762 0.000000000000000
 22 11.14375147477927 0.000000000000000
 23 14.27148957300554 0.000000000000000
 24 14.27148957428244 0.000000000000000
 25 14.28535643266807 0.000000000000000
 26 14.28535643396811 0.000000000000000
 27 16.38114086646439 0.000000000000000
 28 16.38114087023436 0.000000000000000
 29 19.96869150025795 0.000000000000000
 30 19.96869150324040 0.000000000000000
 31 23.36194882188650 0.000000000000000
 32 23.36194882629502 0.000000000000000
 33 25.99989220703101 0.000000000000000
 34 25.99989220788813 0.000000000000000
 35 26.02285332486174 0.000000000000000

 spin=1 k-point=7/64 Cartesian=0.02339960726099173 0.07019882178297519 -0.02339960726099173 (5159 plane wave)
 1 -7.846263163694529 0.01562500000000000
 2 -7.815554666357504 0.01562500000000000
 3 -7.786319698428817 0.01562500000000000
 4 -7.776769386583865 0.01562500000000000
 5 -7.418509024337726 0.01562500000000000
 6 -7.363317461448779 0.01562500000000000
 7 -7.331520869439586 0.01562500000000000
 8 -7.328934340885538 0.01562500000000000
 9 -7.310310124636376 0.01562500000000000
 10 -7.305467555513309 0.01562500000000000
 11 -3.259686242651310 0.01562500000000000
 12 -3.257455565418590 0.01562500000000000
 13 1.015645639607953 0.01562500000000000
 14 1.052936068517627 0.01562500000000000
 15 4.053170814075536 0.01562500000000000
 16 4.108601961766943 0.01562500000000000
 17 5.292451653473277 0.01562500000000000
 18 5.296212658467469 0.01562500000000000
 19 9.937596959908932 0.000000000000000
 20 9.954110450634149 0.000000000000000
 21 12.50004345073815 0.000000000000000
 22 12.59438544122567 0.000000000000000
 23 14.32722234426762 0.000000000000000
 24 14.38943351867836 0.000000000000000
 25 14.80737005419644 0.000000000000000
 26 14.81085669691366 0.000000000000000
 27 18.69799668348181 0.000000000000000
 28 18.75913335720049 0.000000000000000
 29 21.47176185352574 0.000000000000000
 30 21.47277493566642 0.000000000000000
 31 21.79242235212552 0.000000000000000
 32 21.79545493692414 0.000000000000000
 33 23.75521415575284 0.000000000000000
 34 23.75918684324971 0.000000000000000
 35 28.59619957374231 0.000000000000000

 spin=1 k-point=8/64 Cartesian=0.04679921452198346 0.09359842904396692 -0.04679921452198346 (5166 plane wave)
 1 -7.840598436665716 0.01562500000000000
 2 -7.812848704547358 0.01562500000000000
 3 -7.787811082942651 0.01562500000000000
 4 -7.779807961893515 0.01562500000000000
 5 -7.416235907551771 0.01562500000000000
 6 -7.355288585013430 0.01562500000000000
 7 -7.345672454573597 0.01562500000000000
 8 -7.329799816426020 0.01562500000000000
 9 -7.309316628839416 0.01562500000000000
 10 -7.307582250403255 0.01562500000000000
 11 -3.685691990149516 0.01562500000000000
 12 -3.681256205388566 0.01562500000000000
 13 1.654339280701429 0.01562500000000000
 14 1.702859699724168 0.01562500000000000
 15 3.913405791334408 0.01562500000000000
 16 3.982436731316573 0.01562500000000000
 17 6.109749828484165 0.01562500000000000
 18 6.110047515803685 0.01562500000000000
 19 10.40986725311099 0.000000000000000
 20 10.45877339601539 0.000000000000000
 21 13.35356036388813 0.000000000000000
 22 13.35628677352239 0.000000000000000
 23 13.58831108026438 0.000000000000000
 24 13.60206387096651 0.000000000000000
 25 13.99357354076871 0.000000000000000
 26 14.02830554559936 0.000000000000000
 27 17.13590886708413 0.000000000000000
 28 17.13908039565844 0.000000000000000
 29 18.96755564840829 0.000000000000000
 30 19.02473079215270 0.000000000000000
 31 22.83135467609548 0.000000000000000
 32 22.87395677220934 0.000000000000000
 33 27.37781024712760 0.000000000000000
 34 27.37809720327576 0.000000000000000
 35 28.22110471693053 0.000000000000000

 spin=1 k-point=9/64 Cartesian=-0.04679921452198346 0.04679921452198346 0.04679921452198346 (5168 plane wave)
 1 -7.819877557773147 0.01562500000000000
 2 -7.819877553270390 0.01562500000000000
 3 -7.795231087965738 0.01562500000000000
 4 -7.795231087509869 0.01562500000000000
 5 -7.382415330859518 0.01562500000000000
 6 -7.382415328582339 0.01562500000000000
 7 -7.344531272137431 0.01562500000000000
 8 -7.344531270335691 0.01562500000000000
 9 -7.303583503719363 0.01562500000000000
 10 -7.303583500855590 0.01562500000000000
 11 -3.548142441130052 0.01562500000000000
 12 -3.548142439268517 0.01562500000000000
 13 0.6584038739705507 0.01562500000000000
 14 0.6584038763567887 0.01562500000000000
 15 6.083982266812627 0.01562500000000000
 16 6.083982269303009 0.01562500000000000
 17 6.301324165623369 0.01562499999999999
 18 6.301324168152384 0.01562499999999999
 19 8.618477078490907 5.078285396425616e-07
 20 8.618477079646993 5.078285267665766e-07
 21 12.29149305143854 0.000000000000000
 22 12.29149305352975 0.000000000000000
 23 12.39426924007495 0.000000000000000
 24 12.39426924214774 0.000000000000000
 25 17.16945074010098 0.000000000000000
 26 17.16945074208548 0.000000000000000
 27 20.58636235642175 0.000000000000000
 28 20.58636235887785 0.000000000000000
 29 21.76648143082244 0.000000000000000
 30 21.76648143189554 0.000000000000000
 31 21.82147844094395 0.000000000000000
 32 21.82147844194923 0.000000000000000
 33 22.49361520415313 0.000000000000000
 34 22.49361520695584 0.000000000000000
 35 22.59228884485742 0.000000000000000

 spin=1 k-point=10/64 Cartesian=-0.02339960726099173 0.07019882178297519 0.02339960726099173 (5159 plane wave)
 1 -7.846263166436765 0.01562500000000000
 2 -7.815554666284477 0.01562500000000000
 3 -7.786319699749324 0.01562500000000000
 4 -7.776769382681076 0.01562500000000000
 5 -7.418509022520429 0.01562500000000000
 6 -7.363317460366127 0.01562500000000000
 7 -7.331520869233528 0.01562500000000000
 8 -7.328934339060753 0.01562500000000000
 9 -7.310310127483366 0.01562500000000000
 10 -7.305467557522303 0.01562500000000000
 11 -3.259686243312345 0.01562500000000000
 12 -3.257455564742534 0.01562500000000000
 13 1.015645636141888 0.01562500000000000
 14 1.052936072016804 0.01562500000000000
 15 4.053170815485108 0.01562500000000000
 16 4.108601960285889 0.01562500000000000
 17 5.292451656515789 0.01562500000000000
 18 5.296212655426512 0.01562500000000000
 19 9.937596959068932 0.000000000000000
 20 9.954110451567455 0.000000000000000
 21 12.50004345063686 0.000000000000000
 22 12.59438544133934 0.000000000000000
 23 14.32722234666080 0.000000000000000
 24 14.38943351619697 0.000000000000000
 25 14.80737005626430 0.000000000000000
 26 14.81085669484986 0.000000000000000
 27 18.69799668451321 0.000000000000000
 28 18.75913335607859 0.000000000000000
 29 21.47176185593957 0.000000000000000
 30 21.47277493320437 0.000000000000000
 31 21.79242235476287 0.000000000000000
 32 21.79545493435369 0.000000000000000
 33 23.75521415857948 0.000000000000000
 34 23.75918684042211 0.000000000000000
 35 28.59619957515334 0.000000000000000

 spin=1 k-point=11/64 Cartesian=0.000000000000000 0.09359842904396692 0.000000000000000 (5138 plane wave)
 1 -7.837455440887521 0.01562500000000000
 2 -7.837455439098461 0.01562500000000000
 3 -7.778879037933377 0.01562500000000000
 4 -7.778879034387872 0.01562500000000000
 5 -7.393452561390202 0.01562500000000000
 6 -7.393452560818030 0.01562500000000000
 7 -7.321870012531296 0.01562500000000000
 8 -7.321870008302701 0.01562500000000000
 9 -7.305135791487345 0.01562500000000000
 10 -7.305135787554955 0.01562500000000000
 11 -2.795244730835405 0.01562500000000000
 12 -2.795244730808611 0.01562500000000000
 13 0.4719776537825520 0.01562500000000000
 14 0.4719776597874572 0.01562500000000000
 15 4.608910319263714 0.01562500000000000
 16 4.608910320389559 0.01562500000000000
 17 4.698977661045997 0.01562500000000000
 18 4.698977662175627 0.01562500000000000
 19 9.146488307253858 1.254352524626690e-13
 20 9.146488309790547 1.254352524626690e-13
 21 9.398762682125849 6.938893903907228e-18
 22 9.398762682555144 6.938893903907228e-18
 23 17.94125442932365 0.000000000000000
 24 17.94125443085763 0.000000000000000
 25 17.97845263452683 0.000000000000000
 26 17.97845263607186 0.000000000000000
 27 19.71905620201469 0.000000000000000
 28 19.71905620404484 0.000000000000000
 29 22.53751532305020 0.000000000000000
 30 22.53751532398202 0.000000000000000
 31 22.54712451091357 0.000000000000000
 32 22.54712451180741 0.000000000000000
 33 22.60758691459777 0.000000000000000
 34 22.60758692134290 0.000000000000000
 35 24.05327060581410 0.000000000000000

 spin=1 k-point=12/64 Cartesian=0.02339960726099173 0.1169980363049587 -0.02339960726099173 (5159 plane wave)
 1 -7.846263163593652 0.01562500000000000
 2 -7.815554666603153 0.01562500000000000
 3 -7.786319698463479 0.01562500000000000
 4 -7.776769386403076 0.01562500000000000
 5 -7.418509024402697 0.01562500000000000
 6 -7.363317461040184 0.01562500000000000
 7 -7.331520869751805 0.01562500000000000
 8 -7.328934340937439 0.01562500000000000
 9 -7.310310124820531 0.01562500000000000
 10 -7.305467555311339 0.01562500000000000
 11 -3.259686242428248 0.01562500000000000
 12 -3.257455565636476 0.01562500000000000
 13 1.015645638695129 0.01562500000000000
 14 1.052936069435827 0.01562500000000000
 15 4.053170813246451 0.01562500000000000
 16 4.108601962599843 0.01562500000000000
 17 5.292451653526470 0.01562500000000000
 18 5.296212658403282 0.01562500000000000
 19 9.937596959852662 0.000000000000000
 20 9.954110450685675 0.000000000000000
 21 12.50004345087104 0.000000000000000
 22 12.59438544112042 0.000000000000000
 23 14.32722234385001 0.000000000000000
 24 14.38943351908270 0.000000000000000
 25 14.80737005382341 0.000000000000000
 26 14.81085669729435 0.000000000000000
 27 18.69799668394583 0.000000000000000
 28 18.75913335670151 0.000000000000000
 29 21.47176185356675 0.000000000000000
 30 21.47277493554284 0.000000000000000
 31 21.79242235306973 0.000000000000000
 32 21.79545493606080 0.000000000000000
 33 23.75521415650003 0.000000000000000
 34 23.75918684249202 0.000000000000000
 35 28.59619957328975 0.000000000000000

 spin=1 k-point=13/64 Cartesian=-0.07019882178297519 0.07019882178297519 0.07019882178297519 (5144 plane wave)
 1 -7.809581996844857 0.01562500000000000
 2 -7.809581992536342 0.01562500000000000
 3 -7.800583076896397 0.01562500000000000
 4 -7.794389994075074 0.01562500000000000
 5 -7.380599632183200 0.01562500000000000
 6 -7.380599629960606 0.01562500000000000
 7 -7.335298332377712 0.01562500000000000
 8 -7.335298330716451 0.01562500000000000
 9 -7.316865069366116 0.01562500000000000
 10 -7.309985481745706 0.01562500000000000
 11 -4.651848753346965 0.01562500000000000
 12 -4.651848751324824 0.01562500000000000
 13 3.201496728083253 0.01562500000000000
 14 3.201496729960620 0.01562500000000000
 15 6.540803726529766 0.01562499999992055
 16 6.540803728986935 0.01562499999992055
 17 6.759257556786873 0.01562499988761832
 18 6.762675248646508 0.01562499987536368
 19 9.085847505469111 1.044799663452167e-12
 20 9.085847506703994 1.044799663452167e-12
 21 12.14120177118589 0.000000000000000
 22 12.14120177360046 0.000000000000000
 23 12.28068824276500 0.000000000000000
 24 12.28235522216331 0.000000000000000
 25 13.91513847887903 0.000000000000000
 26 13.91513847911594 0.000000000000000
 27 17.96243794806660 0.000000000000000
 28 17.96243794985882 0.000000000000000
 29 17.97488878094988 0.000000000000000
 30 17.98190809990796 0.000000000000000
 31 21.84912719792148 0.000000000000000
 32 21.84912719949404 0.000000000000000
 33 25.85616433226188 0.000000000000000
 34 25.85616433317872 0.000000000000000
 35 27.60603425126564 0.000000000000000

 spin=1 k-point=14/64 Cartesian=-0.04679921452198346 0.09359842904396692 0.04679921452198346 (5166 plane wave)
 1 -7.840598440269005 0.01562500000000000
 2 -7.812848703584469 0.01562500000000000
 3 -7.787811083168453 0.01562500000000000
 4 -7.779807959195644 0.01562500000000000
 5 -7.416235905213550 0.01562500000000000
 6 -7.355288584667722 0.01562500000000000
 7 -7.345672453666169 0.01562500000000000
 8 -7.329799815053343 0.01562500000000000
 9 -7.309316631857745 0.01562500000000000
 10 -7.307582252193277 0.01562500000000000
 11 -3.685691991183709 0.01562500000000000
 12 -3.681256204342425 0.01562500000000000
 13 1.654339277797077 0.01562500000000000
 14 1.702859702687835 0.01562500000000000
 15 3.913405792938405 0.01562500000000000
 16 3.982436729638334 0.01562500000000000
 17 6.109749831633554 0.01562500000000000
 18 6.110047512621574 0.01562500000000000
 19 10.40986725267107 0.000000000000000
 20 10.45877339657653 0.000000000000000
 21 13.35356036584579 0.000000000000000
 22 13.35628677152413 0.000000000000000
 23 13.58831108272782 0.000000000000000
 24 13.60206386913733 0.000000000000000
 25 13.99357354016028 0.000000000000000
 26 14.02830554548787 0.000000000000000
 27 17.13590887015021 0.000000000000000
 28 17.13908039259473 0.000000000000000
 29 18.96755565072166 0.000000000000000
 30 19.02473078977850 0.000000000000000
 31 22.83135467721380 0.000000000000000
 32 22.87395677113740 0.000000000000000
 33 27.37781024519018 0.000000000000000
 34 27.37809720521584 0.000000000000000
 35 28.22110471942049 0.000000000000000

 spin=1 k-point=15/64 Cartesian=-0.02339960726099173 0.1169980363049587 0.02339960726099173 (5159 plane wave)
 1 -7.846263166335861 0.01562500000000000
 2 -7.815554666530121 0.01562500000000000
 3 -7.786319699783995 0.01562500000000000
 4 -7.776769382500341 0.01562500000000000
 5 -7.418509022585414 0.01562500000000000
 6 -7.363317459957489 0.01562500000000000
 7 -7.331520869545765 0.01562500000000000
 8 -7.328934339112658 0.01562500000000000
 9 -7.310310127667547 0.01562500000000000
 10 -7.305467557320330 0.01562500000000000
 11 -3.259686243089357 0.01562500000000000
 12 -3.257455564960535 0.01562500000000000
 13 1.015645635229333 0.01562500000000000
 14 1.052936072935231 0.01562500000000000
 15 4.053170814655850 0.01562500000000000
 16 4.108601961118644 0.01562500000000000
 17 5.292451656568974 0.01562500000000000
 18 5.296212655362382 0.01562500000000000
 19 9.937596959012748 0.000000000000000
 20 9.954110451619053 0.000000000000000
 21 12.50004345076972 0.000000000000000
 22 12.59438544123406 0.000000000000000
 23 14.32722234624299 0.000000000000000
 24 14.38943351660107 0.000000000000000
 25 14.80737005589121 0.000000000000000
 26 14.81085669523051 0.000000000000000
 27 18.69799668497740 0.000000000000000
 28 18.75913335557984 0.000000000000000
 29 21.47176185598056 0.000000000000000
 30 21.47277493308078 0.000000000000000
 31 21.79242235570752 0.000000000000000
 32 21.79545493349077 0.000000000000000
 33 23.75521415932680 0.000000000000000
 34 23.75918683966455 0.000000000000000
 35 28.59619957470049 0.000000000000000

 spin=1 k-point=16/64 Cartesian=0.000000000000000 0.1403976435659504 0.000000000000000 (5105 plane wave)
 1 -7.819467202174089 0.01562500000000000
 2 -7.819467200437671 0.01562500000000000
 3 -7.788718748067045 0.01562500000000000
 4 -7.788718744660696 0.01562500000000000
 5 -7.385945723126005 0.01562500000000000
 6 -7.385945722053334 0.01562500000000000
 7 -7.322440216050641 0.01562500000000000
 8 -7.322440211925278 0.01562500000000000
 9 -7.319423975670633 0.01562500000000000
 10 -7.319423971797598 0.01562500000000000
 11 -4.415375231049081 0.01562500000000000
 12 -4.415375229336600 0.01562500000000000
 13 3.263968528932761 0.01562500000000000
 14 3.263968532839394 0.01562500000000000
 15 5.580918761951036 0.01562500000000000
 16 5.580918763110368 0.01562500000000000
 17 5.697220845132024 0.01562500000000000
 18 5.697220846294540 0.01562500000000000
 19 9.666641190948255 0.000000000000000
 20 9.666641192736705 0.000000000000000
 21 11.14375147326849 0.000000000000000
 22 11.14375147481015 0.000000000000000
 23 14.27148957297995 0.000000000000000
 24 14.27148957425687 0.000000000000000
 25 14.28535643266021 0.000000000000000
 26 14.28535643396025 0.000000000000000
 27 16.38114086644979 0.000000000000000
 28 16.38114087021973 0.000000000000000
 29 19.96869150025655 0.000000000000000
 30 19.96869150323907 0.000000000000000
 31 23.36194882188902 0.000000000000000
 32 23.36194882629751 0.000000000000000
 33 25.99989220703821 0.000000000000000
 34 25.99989220789531 0.000000000000000
 35 26.02285332485867 0.000000000000000

 spin=1 k-point=17/64 Cartesian=0.02339960726099173 -0.02339960726099173 0.02339960726099173 (5144 plane wave)
 1 -7.809581995406830 0.01562500000000000
 2 -7.809581993974149 0.01562500000000000
 3 -7.800583076896514 0.01562500000000000
 4 -7.794389994075179 0.01562500000000000
 5 -7.380599631901002 0.01562500000000000
 6 -7.380599630242705 0.01562500000000000
 7 -7.335298333183177 0.01562500000000000
 8 -7.335298329911121 0.01562500000000000
 9 -7.316865069366106 0.01562500000000000
 10 -7.309985481745703 0.01562500000000000
 11 -4.651848753215881 0.01562500000000000
 12 -4.651848751456004 0.01562500000000000
 13 3.201496727284595 0.01562500000000000
 14 3.201496730759952 0.01562500000000000
 15 6.540803726690054 0.01562499999992055
 16 6.540803728826686 0.01562499999992055
 17 6.759257556786852 0.01562499988761832
 18 6.762675248646517 0.01562499987536368
 19 9.085847504357341 1.044799663452167e-12
 20 9.085847507814359 1.044799663452167e-12
 21 12.14120177167253 0.000000000000000
 22 12.14120177311390 0.000000000000000
 23 12.28068824276506 0.000000000000000
 24 12.28235522216335 0.000000000000000
 25 13.91513847767664 0.000000000000000
 26 13.91513848031897 0.000000000000000
 27 17.96243794802244 0.000000000000000
 28 17.96243794990317 0.000000000000000
 29 17.97488878094996 0.000000000000000
 30 17.98190809990803 0.000000000000000
 31 21.84912719672235 0.000000000000000
 32 21.84912720069321 0.000000000000000
 33 25.85616433165085 0.000000000000000
 34 25.85616433378920 0.000000000000000
 35 27.60603425131710 0.000000000000000

 spin=1 k-point=18/64 Cartesian=0.04679921452198346 0.000000000000000 0.000000000000000 (5105 plane wave)
 1 -7.819467202095854 0.01562500000000000
 2 -7.819467200359465 0.01562500000000000
 3 -7.788718748144058 0.01562500000000000
 4 -7.788718744737729 0.01562500000000000
 5 -7.385945723237466 0.01562500000000000
 6 -7.385945722164851 0.01562500000000000
 7 -7.322440215968952 0.01562500000000000
 8 -7.322440211843545 0.01562500000000000
 9 -7.319423975640580 0.01562500000000000
 10 -7.319423971767562 0.01562500000000000
 11 -4.415375231051149 0.01562500000000000
 12 -4.415375229338654 0.01562500000000000
 13 3.263968528946589 0.01562500000000000
 14 3.263968532853218 0.01562500000000000
 15 5.580918761936449 0.01562500000000000
 16 5.580918763095823 0.01562500000000000
 17 5.697220845138733 0.01562500000000000
 18 5.697220846301287 0.01562500000000000
 19 9.666641190936321 0.000000000000000
 20 9.666641192724775 0.000000000000000
 21 11.14375147323758 0.000000000000000
 22 11.14375147477925 0.000000000000000
 23 14.27148957300556 0.000000000000000
 24 14.27148957428244 0.000000000000000
 25 14.28535643266808 0.000000000000000
 26 14.28535643396810 0.000000000000000
 27 16.38114086646441 0.000000000000000
 28 16.38114087023434 0.000000000000000
 29 19.96869150025793 0.000000000000000
 30 19.96869150324041 0.000000000000000
 31 23.36194882188655 0.000000000000000
 32 23.36194882629505 0.000000000000000
 33 25.99989220703100 0.000000000000000
 34 25.99989220788812 0.000000000000000
 35 26.02285332486173 0.000000000000000

 spin=1 k-point=19/64 Cartesian=0.07019882178297519 0.02339960726099173 -0.02339960726099173 (5159 plane wave)
 1 -7.846263165279217 0.01562500000000000
 2 -7.815554666432973 0.01562500000000000
 3 -7.786319699334996 0.01562500000000000
 4 -7.776769384118289 0.01562500000000000
 5 -7.418509023391056 0.01562500000000000
 6 -7.363317460965109 0.01562500000000000
 7 -7.331520868238670 0.01562500000000000
 8 -7.328934339135341 0.01562500000000000
 9 -7.310310126510254 0.01562500000000000
 10 -7.305467557922361 0.01562500000000000
 11 -3.259686243103551 0.01562500000000000
 12 -3.257455564959306 0.01562500000000000
